obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,line_ref,Aki(s^-1),Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k
"=""632.17075""","=""0.00024""","=""632.171570""","=""0.000016""","=""32""",,"=""""","=""24259.77463""","=""40073.8922""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
"=""632.18187""","=""0.00004""","=""632.181936""","=""0.000004""","=""270""",,"=""""","=""7280.123222""","=""23093.98148""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2"""
"=""632.1965""","=""0.0004""","=""632.196730""","=""0.000016""","=""21""",,"=""""","=""20522.71449""","=""36336.2027""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""3"""
"=""632.28662""","=""0.00020""","=""632.286775""","=""0.000012""","=""59""",,"=""""","=""20322.26571""","=""36133.5019""","=""5f.6d.7s2""","=""1H*""","=""5""","=""""","=""""","=""5"""
"=""632.3055""","=""0.0004""","=""632.305649""","=""0.000010""","=""21""",,"=""""","=""15970.09583""","=""31780.86008""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""3"""
"=""632.4104""","=""0.0004""","=""632.410572""","=""0.000020""","=""31""",,"=""""","=""21077.152101""","=""36885.2932""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""4"""
"=""632.43978""","=""0.00005""","=""632.439736""","=""0.000007""","=""240""",,"=""""","=""14206.91694""","=""30014.32907""","=""5f.6d.7s2""","=""3F*""","=""4""","=""6d4""","=""""","=""4"""
"=""632.4662""","=""0.0004""","=""632.466202""","=""0.000020""","=""21""",,"=""""","=""28346.81854""","=""44153.5692""","=""""","=""""","=""1""","=""""","=""*""","=""2"""
"=""632.50048""","=""0.00016""","=""632.500525""","=""0.000004""","=""120""",,"=""""","=""8111.004545""","=""23916.89747""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""4"""
"=""632.5590""","=""0.0004""","=""632.559019""","=""0.000005""","=""860""",,"=""""","=""14206.91694""","=""30011.34827""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""3"""
"=""632.6178""","=""0.0004""","=""632.617762""","=""0.000005""","=""84""",,"=""""","=""14032.085336""","=""29835.04913""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""3"""
"=""632.636681""","=""0.000006""","=""632.636681""","=""0.000004""","=""2400""",,"=""""","=""11241.73043""","=""27044.22163""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""3"""
"=""632.727763""","=""0.000004""","=""632.727764""","=""0.000004""","=""6900""",,"=""""","=""11197.031257""","=""26997.24767""","=""5f.6d.7s2""","=""3H*""","=""5""","=""5f.6d.7s.7p""","=""5I""","=""6"""
"=""632.8263""","=""0.0004""","=""632.826414""","=""0.000006""","=""21""",,"=""""","=""15166.900593""","=""30964.65395""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""3"""
"=""632.88079""","=""0.00007""","=""632.880806""","=""0.000005""","=""130""",,"=""""","=""13088.56115""","=""28884.95681""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""3"""
"=""632.92989""","=""0.00006""","=""632.929770""","=""0.000020""","=""150""",,"=""""","=""28358.39555""","=""44153.5692""","=""""","=""""","=""3""","=""""","=""*""","=""2"""
"=""633.0287""","=""0.0004""","=""633.029162""","=""0.000020""","=""7""",,"=""""","=""24259.77463""","=""40052.4683""","=""""","=""*""","=""4""","=""""","=""""","=""4"""
"=""633.03757""","=""0.00020""","=""633.037477""","=""0.000012""","=""65""",,"=""""","=""13847.77037""","=""29640.2566""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""1"""
"=""633.14137""","=""0.00003""","=""633.141378""","=""0.000009""","=""990""",,"=""""","=""15493.21943""","=""31283.11407""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""3"""
"=""633.2684""","=""0.0004""","=""633.268455""","=""0.000020""","=""84""",,"=""""","=""22399.39666""","=""38186.1228""","=""5f.6d2.7s""","=""3I*""","=""5""","=""""","=""""","=""4"""
"=""633.3017""","=""0.0004""","=""633.30020""","=""0.00003""","=""10""",,"=""""","=""21902.26981""","=""37688.2046""","=""5f.6d2.7s""","=""3H*""","=""4""","=""""","=""""","=""3"""
"=""633.4923""","=""0.0003""","=""633.493214""","=""0.000024""","=""13""",,"=""""","=""25575.04516""","=""41356.1703""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
"=""633.50117""","=""0.00016""","=""633.501293""","=""0.000006""","=""100""",,"=""""","=""15490.077832""","=""31271.00174""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""5"""
"=""633.57015""","=""0.00007""","=""633.570161""","=""0.000004""","=""140""",,"=""""","=""6362.395980""","=""22141.60454""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""3"""
"=""633.60801""","=""0.00016""","=""633.607947""","=""0.000007""","=""110""",,"=""""","=""18053.617845""","=""33831.88538""","=""6d.7s2.7p""","=""3F*""","=""4""","=""""","=""""","=""4"""
"=""633.64159""","=""0.00006""","=""633.641592""","=""0.000012""","=""210""",,"=""""","=""18930.29333""","=""34707.7231""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""3"""
"=""633.7528""","=""0.0004""","=""633.752114""","=""0.000016""","=""21""",,"=""""","=""18549.40528""","=""34324.0836""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""2"""
"=""633.762020""","=""0.000009""","=""633.762015""","=""0.000004""","=""1600""",,"=""""","=""11197.031257""","=""26971.46312""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""4"""
"=""633.93061""","=""0.00005""","=""633.930532""","=""0.000005""","=""250""",,"=""""","=""9804.806547""","=""25575.04516""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""4"""
"=""633.95693""","=""0.00020""","=""633.957052""","=""0.000016""","=""64""",,"=""""","=""20566.62381""","=""36336.2027""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""3"""
"=""633.966801""","=""0.000012""","=""633.966838""","=""0.000004""","=""940""",,"=""""","=""7280.123222""","=""23049.45870""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1"""
"=""634.0299""","=""0.0003""","=""634.029902""","=""0.000007""","=""14""",,"=""""","=""16783.84708""","=""32551.61408""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""3"""
"=""634.03887""","=""0.00024""","=""634.03866""","=""0.00003""","=""44""",,"=""""","=""21539.59257""","=""37307.1417""","=""""","=""*""","=""4""","=""6d4""","=""""","=""3"""
"=""634.1793""","=""0.0004""","=""634.17825""","=""0.00004""","=""6""",,"=""""","=""24421.05861""","=""40185.1371""","=""""","=""*""","=""3""","=""""","=""""","=""2"""
"=""634.1872""","=""0.0003""","=""634.187683""","=""0.000020""","=""21""",,"=""""","=""21539.59257""","=""37303.4367""","=""""","=""*""","=""4""","=""""","=""""","=""4"""
"=""634.285945""","=""0.000003""","=""634.285945""","=""0.000003""","=""15000""",,"=""""","=""8800.249723""","=""24561.65178""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""3"""
"=""634.3728""","=""0.0004""","=""634.373665""","=""0.000008""","=""10""",,"=""""","=""17847.07751""","=""33606.30012""","=""5f.6d.7s2""","=""3P*""","=""2""","=""""","=""""","=""2"""
"=""634.4331""","=""0.0004""","=""634.433018""","=""0.000016""","=""40""",,"=""""","=""20054.77119""","=""35812.5195""","=""6d3.(2F).7s""","=""3F""","=""2""","=""""","=""*""","=""3"""
"=""634.5250""","=""0.0004""","=""634.52388""","=""0.00003""","=""8""",,"=""""","=""29397.1521""","=""45152.6440""","=""""","=""*""","=""5 or 6 or 7""","=""""","=""""","=""6 or 7"""
"=""634.5807""","=""0.0004""","=""634.58120""","=""0.00003""","=""12""",,"=""""","=""24561.65178""","=""40315.7205""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
"=""634.612081""","=""0.000020""","=""634.612083""","=""0.000006""","=""710""",,"=""""","=""13297.43316""","=""29050.73523""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5"""
"=""634.81252""","=""0.00012""","=""634.812650""","=""0.000016""","=""100""",,"=""""","=""23015.15141""","=""38763.4763""","=""""","=""*""","=""5""","=""""","=""""","=""5"""
"=""634.8213""","=""0.0004""","=""634.821343""","=""0.000016""","=""20""",,"=""""","=""20737.28686""","=""36485.3961""","=""""","=""*""","=""1""","=""""","=""""","=""2"""
"=""634.873742""","=""0.000006""","=""634.873740""","=""0.000004""","=""2600""",,"=""""","=""8243.602091""","=""23990.41162""","=""5f.6d.7s2""","=""3F*""","=""2""","=""5f.6d.7s.7p""","=""5F""","=""2"""
"=""635.08958""","=""0.00024""","=""635.089337""","=""0.000016""","=""32""",,"=""""","=""19532.41646""","=""35273.8804""","=""6d3.(2F).7s""","=""3F""","=""4""","=""6d3.7p""","=""5G*""","=""5"""
"=""635.27066""","=""0.00020""","=""635.270777""","=""0.000003""","=""73""",,"=""""","=""0.000000""","=""15736.968041""","=""6d2.7s2""","=""3F""","=""2""","=""6d2.7s.7p""","=""5F*""","=""1"""
"=""635.5283""","=""0.0004""","=""635.527913""","=""0.000016""","=""100""",,"=""""","=""18699.62342""","=""34430.2243""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""3"""
"=""635.562986""","=""0.000012""","=""635.562991""","=""0.000004""","=""930""",,"=""""","=""11241.73043""","=""26971.46312""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""4"""
"=""635.591070""","=""0.000007""","=""635.591074""","=""0.000004""","=""2200""",,"=""""","=""10526.544406""","=""26255.58209""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""4"""
"=""635.6139""","=""0.0004""","=""635.613801""","=""0.000020""","=""20""",,"=""""","=""16351.93901""","=""32080.4143""","=""6d2.7s2""","=""""","=""0""","=""""","=""*""","=""1"""
"=""635.6603""","=""0.0004""","=""635.660322""","=""0.000016""","=""20""",,"=""""","=""22163.13360""","=""37890.4578""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
"=""635.7363""","=""0.0004""","=""635.735208""","=""0.000020""","=""20""",,"=""""","=""22877.51748""","=""38602.9891""","=""""","=""*""","=""1""","=""""","=""""","=""2"""
"=""635.96743""","=""0.00003""","=""635.967422""","=""0.000008""","=""490""",,"=""""","=""17166.10472""","=""32885.83448""","=""6d3.(2H).7s""","=""3H""","=""5""","=""""","=""*""","=""6"""
"=""636.0466""","=""0.0004""","=""636.046474""","=""0.000008""","=""51""",,"=""""","=""17847.07751""","=""33564.85352""","=""5f.6d.7s2""","=""3P*""","=""2""","=""""","=""""","=""3"""
"=""636.1796""","=""0.0004""","=""636.179485""","=""0.000009""","=""30""",,"=""""","=""14247.30742""","=""29961.79723""","=""5f.6d.7s2""","=""3P*""","=""0""","=""""","=""""","=""1"""
"=""636.22519""","=""0.00004""","=""636.225164""","=""0.000007""","=""440*""",,"=""""","=""17501.17592""","=""33214.53748""","=""5f.6d2.7s""","=""5I*""","=""5""","=""5f.6d.7s.7p""","=""3I""","=""5"""
"=""636.2583""","=""0.0004""","=""636.257930""","=""0.000013""","=""20""",,"=""""","=""19588.36224""","=""35300.9146""","=""6d2.7s.7p""","=""5G*""","=""5""","=""5f.6d2.7p""","=""5K""","=""5"""
"=""636.2797""","=""0.0004""","=""636.279512""","=""0.000007""","=""20""",,"=""""","=""16217.482038""","=""31929.50145""","=""6d.7s2.7p""","=""1D*""","=""2""","=""""","=""""","=""3"""
"=""636.4254""","=""0.0003""","=""636.426029""","=""0.000017""","=""21""",,"=""""","=""19532.41646""","=""35240.8187""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""3"""
"=""636.44280""","=""0.00008""","=""636.442725""","=""0.000006""","=""94""",,"=""""","=""15618.98461""","=""31326.97478""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""4"""
"=""636.46470""","=""0.00007""","=""636.464683""","=""0.000017""","=""120""",,"=""""","=""22399.39666""","=""38106.8449""","=""5f.6d2.7s""","=""3I*""","=""5""","=""""","=""""","=""5"""
"=""636.48021""","=""0.00020""","=""636.480862""","=""0.000021""","=""54""",,"=""""","=""26232.29174""","=""41939.3407""","=""5f.6d2.7s""","=""3H*""","=""6""","=""""","=""""","=""5"""
"=""636.5984""","=""0.0004""","=""636.597899""","=""0.000013""","=""20""",,"=""""","=""21077.152101""","=""36781.3134""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""5"""
"=""636.6406""","=""0.0005""","=""636.642835""","=""0.000021""","=""3""",,"=""""","=""28450.51635""","=""44153.5692""","=""""","=""""","=""1""","=""""","=""*""","=""2"""
"=""636.7066""","=""0.0004""","=""636.706479""","=""0.000008""","=""30""",,"=""""","=""15493.21943""","=""31194.70265""","=""6d3.(2H).7s""","=""3H""","=""4""","=""5f.6d3""","=""5I*""","=""4"""
"=""636.7663""","=""0.0004""","=""636.76646""","=""0.00004""","=""10""",,"=""""","=""29123.8479""","=""44823.8521""","=""""","=""*""","=""6 or 5""","=""""","=""""","=""5 or 6"""
"=""636.90661""","=""0.00007""","=""636.906644""","=""0.000013""","=""140""",,"=""""","=""11601.03035""","=""27297.5790""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""1"""
