obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,line_ref,Aki(s^-1),Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k
609.7287,0.0003,609.72898,6e-06,20,L12239,,,,,,,,,
"=""609.7287""","=""0.0003""","=""609.728980""","=""0.000006""","=""20""",,"=""""","=""18011.38030""","=""34407.57081""","=""5f.6d2.7s""","=""5H*""","=""5""","=""""","=""""","=""6"""
"=""609.75920""","=""0.00022""","=""609.759149""","=""0.000005""","=""47""",,"=""""","=""11877.839132""","=""28273.21842""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""2"""
609.7592,0.00022,609.759149,5e-06,47,L12239,,,,,,,,,
609.78181,0.00019,609.781778,5e-06,74,L12239,,,,,,,,,
"=""609.78181""","=""0.00019""","=""609.781778""","=""0.000005""","=""74""",,"=""""","=""11197.031257""","=""27591.80212""","=""5f.6d.7s2""","=""3H*""","=""5""","=""6d4""","=""3H""","=""5"""
"=""609.81205""","=""0.00003""","=""609.812330""","=""0.000012""","=""980bl""",,"=""""","=""17166.10472""","=""33560.0542""","=""6d3.(2H).7s""","=""3H""","=""5""","=""""","=""*""","=""4"""
609.81205,3e-05,609.81233,1.2e-05,980bl,L5951,,,,,,,,,
609.83184,0.00022,609.832169,1.2e-05,43,L12239,,,,,,,,,
"=""609.83184""","=""0.00022""","=""609.832169""","=""0.000012""","=""43""",,"=""""","=""21165.098037""","=""37558.5142""","=""5f.6d.7s2""","=""3D*""","=""3""","=""""","=""""","=""4"""
"=""609.9458""","=""0.0004""","=""609.945632""","=""0.000006""","=""23""",,"=""""","=""16346.64962""","=""32737.01627""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""5"""
609.9458,0.0004,609.945632,6e-06,23,L3552,,,,,,,,,
609.99886,6e-05,609.998922,7e-06,140,L5951,,,,,,,,,
"=""609.99886""","=""0.00006""","=""609.998922""","=""0.000007""","=""140""",,"=""""","=""13297.43316""","=""29686.36795""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""3"""
"=""610.0414""","=""0.0004""","=""610.040882""","=""0.000015""","=""34""",,"=""""","=""19948.395175""","=""36336.2027""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""3"""
610.0414,0.0004,610.040882,1.5e-05,34,L3552,,,,,,,,,
"=""610.1552""","=""0.0003""","=""610.154703""","=""0.000015""","=""24""",,"=""""","=""17959.89498""","=""34344.6455""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4"""
610.1552,0.0003,610.154703,1.5e-05,24,L12239,,,,,,,,,
"=""610.172500""","=""0.000007""","=""610.172499""","=""0.000005""","=""2300""",,"=""""","=""8243.602091""","=""24627.87473""","=""5f.6d.7s2""","=""3F*""","=""2""","=""6d3.(2D1).7s""","=""3D""","=""1"""
610.1725,7e-06,610.172499,5e-06,2300,L18702,,,,,,,,,
610.259451,4e-06,610.259453,4e-06,4800,L18702,,,,,,,,,
"=""610.259451""","=""0.000004""","=""610.259453""","=""0.000004""","=""4800""",,"=""""","=""10414.13700""","=""26796.07511""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""3"""
"=""610.4020""","=""0.0003""","=""610.402142""","=""0.000009""","=""36""",,"=""""","=""18069.065569""","=""34447.17423""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""4"""
610.402,0.0003,610.402142,9e-06,36,L12239,,,,,,,,,
610.4166,0.0003,610.416589,1.2e-05,18,L12239,,,,,,,,,
"=""610.4166""","=""0.0003""","=""610.416589""","=""0.000012""","=""18""",,"=""""","=""18053.617845""","=""34431.3389""","=""6d.7s2.7p""","=""3F*""","=""4""","=""""","=""""","=""3"""
"=""610.455896""","=""0.000011""","=""610.455899""","=""0.000006""","=""1100""",,"=""""","=""15618.98461""","=""31995.65103""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""4"""
610.455896,1.1e-05,610.455899,6e-06,1100,L18702,,,,,,,,,
610.4954,0.0003,610.495803,1.5e-05,17,L12239,,,,,,,,,
"=""610.4954""","=""0.0003""","=""610.495803""","=""0.000015""","=""17""",,"=""""","=""21594.67329""","=""37970.2693""","=""6d3.(2F).7s""","=""1F""","=""3""","=""""","=""*""","=""2"""
"=""610.5304""","=""0.0004""","=""610.530364""","=""0.000019""","=""45""",,"=""""","=""19503.143490""","=""35877.8125""","=""6d2.7s.7p""","=""5F*""","=""3""","=""6d4""","=""""","=""2"""
610.5304,0.0004,610.530364,1.9e-05,45,L3552,,,,,,,,,
610.68431,6e-05,610.684323,5e-06,180,L5951,,,,,,,,,
"=""610.68431""","=""0.00006""","=""610.684323""","=""0.000005""","=""180""",,"=""""","=""11241.73043""","=""27612.27129""","=""5f.6d.7s2""","=""3F*""","=""3""","=""6d4""","=""3G""","=""3"""
610.6921,0.0003,610.691753,6e-06,34,L12239,,,,,,,,,
"=""610.6921""","=""0.0003""","=""610.691753""","=""0.000006""","=""34""",,"=""""","=""15166.900593""","=""31537.24226""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""3"""
"=""610.753365""","=""0.000008""","=""610.753368""","=""0.000006""","=""1600""",,"=""""","=""14204.26476""","=""30572.95496""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""6"""
610.753365,8e-06,610.753368,6e-06,1600,L18702,,,,,,,,,
"=""610.82796""","=""0.00005""","=""610.827994""","=""0.000006""","=""210""",,"=""""","=""17354.638583""","=""33721.32901""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""2"""
610.82796,5e-05,610.827994,6e-06,210,L5951,,,,,,,,,
610.8486,0.0003,610.847715,1.2e-05,16,L12239,,,,,,,,,
"=""610.8486""","=""0.0003""","=""610.847715""","=""0.000012""","=""16""",,"=""""","=""19039.153374""","=""35405.3154""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""""","=""3"""
610.9214,0.00019,610.92149,2.3e-05,77,L12239,,,,,,,,,
"=""610.92140""","=""0.00019""","=""610.921490""","=""0.000023""","=""77""",,"=""""","=""24850.30814""","=""41214.4938""","=""""","=""3I*""","=""6""","=""""","=""""","=""5"""
610.9709,0.0003,610.970906,1.9e-05,28,L12239,,,,,,,,,
"=""610.9709""","=""0.0003""","=""610.970906""","=""0.000019""","=""28""",,"=""""","=""24274.71139""","=""40637.5735""","=""""","=""*""","=""5""","=""""","=""""","=""6"""
611.0331,0.0004,611.031632,2.3e-05,580,L3552,,,,,,,,,
"=""611.0331""","=""0.0004""","=""611.031632""","=""0.000023""","=""580""",,"=""""","=""22399.39666""","=""38760.6326""","=""5f.6d2.7s""","=""3I*""","=""5""","=""""","=""""","=""4"""
"=""611.0476""","=""0.0004""","=""611.047576""","=""0.000012""","=""22""",,"=""""","=""13847.77037""","=""30208.5794""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""2"""
611.0476,0.0004,611.047576,1.2e-05,22,L3552,,,,,,,,,
611.0667,0.0004,611.066909,1.9e-05,10,L12239,,,,,,,,,
"=""611.0667""","=""0.0004""","=""611.066909""","=""0.000019""","=""10""",,"=""""","=""21594.67329""","=""37954.9647""","=""6d3.(2F).7s""","=""1F""","=""3""","=""""","=""*""","=""3"""
"=""611.1700""","=""0.0004""","=""611.16887""","=""0.00003""","=""22""",,"=""""","=""20737.28686""","=""37094.8488""","=""""","=""*""","=""1""","=""""","=""""","=""2"""
611.17,0.0004,611.16887,3e-05,22,L3552,,,,,,,,,
611.453894,1.5e-05,611.453906,7e-06,820,L18702,,,,,,,,,
"=""611.453894""","=""0.000015""","=""611.453906""","=""0.000007""","=""820""",,"=""""","=""12847.96912""","=""29197.90600""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2"""
"=""611.49262""","=""0.00007""","=""611.492662""","=""0.000012""","=""110""",,"=""""","=""19948.395175""","=""36297.2958""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""4"""
611.49262,7e-05,611.492662,1.2e-05,110,L5951,,,,,,,,,
611.616593,1.9e-05,611.616601,5e-06,730,L18702,,,,,,,,,
"=""611.616593""","=""0.000019""","=""611.616601""","=""0.000005""","=""730""",,"=""""","=""14206.91694""","=""30552.50463""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""4"""
"=""611.8050""","=""0.0003""","=""611.805116""","=""0.000007""","=""33""",,"=""""","=""17224.302340""","=""33564.85352""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""3"""
611.805,0.0003,611.805116,7e-06,33,L12239,,,,,,,,,
611.9649,0.0004,611.963883,1.9e-05,290,L3552,,,,,,,,,
"=""611.9649""","=""0.0004""","=""611.963883""","=""0.000019""","=""290""",,"=""""","=""17398.39526""","=""33734.7071""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""2"""
611.96995,2.2e-05,611.96994,5e-06,620,L18702,,,,,,,,,
"=""611.969950""","=""0.000022""","=""611.969940""","=""0.000005""","=""620""",,"=""""","=""12114.36618""","=""28450.51635""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""1"""
612.03525,0.00019,612.035293,1.2e-05,71,L12239,,,,,,,,,
"=""612.03525""","=""0.00019""","=""612.035293""","=""0.000012""","=""71""",,"=""""","=""17354.638583""","=""33689.0444""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""2"""
612.07947,6e-05,612.079484,1.2e-05,160,L5951,,,,,,,,,
"=""612.07947""","=""0.00006""","=""612.079484""","=""0.000012""","=""160""",,"=""""","=""15863.88829""","=""32197.1148""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""3"""
"=""612.140754""","=""0.000009""","=""612.140756""","=""0.000007""","=""1500""",,"=""""","=""16554.24283""","=""32885.83448""","=""6d3.(2H).7s""","=""3H""","=""6""","=""""","=""*""","=""6"""
612.140754,9e-06,612.140756,7e-06,1500,L18702,,,,,,,,,
612.1757,0.0004,612.175278,6e-06,23,L3552,,,,,,,,,
"=""612.1757""","=""0.0004""","=""612.175278""","=""0.000006""","=""23""",,"=""""","=""13088.56115""","=""29419.23183""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2"""
612.2709,0.0004,612.269953,1.9e-05,34,L3552,,,,,,,,,
"=""612.2709""","=""0.0004""","=""612.269953""","=""0.000019""","=""34""",,"=""""","=""19503.143490""","=""35831.2890""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""3"""
612.383275,1.9e-05,612.383305,5e-06,650,L18702,,,,,,,,,
"=""612.383275""","=""0.000019""","=""612.383305""","=""0.000005""","=""650""",,"=""""","=""11241.73043""","=""27566.85363""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""2"""
"=""612.40687""","=""0.00005""","=""612.406823""","=""0.000004""","=""240""",,"=""""","=""11197.031257""","=""27521.52753""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""4"""
612.40687,5e-05,612.406823,4e-06,240,L5951,,,,,,,,,
"=""612.448056""","=""0.000008""","=""612.448048""","=""0.000004""","=""1800""",,"=""""","=""7280.123222""","=""23603.52066""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2"""
612.448056,8e-06,612.448048,4e-06,1800,L18702,,,,,,,,,
612.5609,0.0003,612.560514,1.2e-05,14,L12239,,,,,,,,,
"=""612.5609""","=""0.0003""","=""612.560514""","=""0.000012""","=""14""",,"=""""","=""17847.07751""","=""34167.4780""","=""5f.6d.7s2""","=""3P*""","=""2""","=""""","=""""","=""3"""
"=""612.74207""","=""0.00008""","=""612.742017""","=""0.000007""","=""82""",,"=""""","=""16783.84708""","=""33099.41329""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""3"""
612.74207,8e-05,612.742017,7e-06,82,L5951,,,,,,,,,
612.76011,7e-05,612.760218,1.2e-05,120,L5951,,,,,,,,,
"=""612.76011""","=""0.00007""","=""612.760218""","=""0.000012""","=""120""",,"=""""","=""15970.09583""","=""32285.1774""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""3"""
612.7899,0.0004,612.789252,1.9e-05,34,L3552,,,,,,,,,
"=""612.7899""","=""0.0004""","=""612.789252""","=""0.000019""","=""34""",,"=""""","=""19516.98043""","=""35831.2890""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""3"""
"=""612.8160""","=""0.0004""","=""612.815223""","=""0.000015""","=""110""",,"=""""","=""16351.93901""","=""32665.5562""","=""6d2.7s2""","=""""","=""0""","=""""","=""*""","=""1"""
612.816,0.0004,612.815223,1.5e-05,110,L3552,,,,,,,,,
612.83384,6e-05,612.833758,7e-06,210,L18702,,,,,,,,,
"=""612.83384""","=""0.00006""","=""612.833758""","=""0.000007""","=""210""",,"=""""","=""14204.26476""","=""30517.38856""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""4"""
612.84443,8e-05,612.844374,5e-06,150,L18702,,,,,,,,,
"=""612.84443""","=""0.00008""","=""612.844374""","=""0.000005""","=""150""",,"=""""","=""14204.26476""","=""30517.10597""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""5"""
612.9318,0.0003,612.931709,7e-06,30,L12239,,,,,,,,,
"=""612.9318""","=""0.0003""","=""612.931709""","=""0.000007""","=""30""",,"=""""","=""15618.98461""","=""31929.50145""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""3"""
"=""612.94903""","=""0.00015""","=""612.949101""","=""0.000004""","=""180""",,"=""""","=""8111.004545""","=""24421.05861""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""3"""
612.94903,0.00015,612.949101,4e-06,180,L12239,,,,,,,,,
612.95458,4e-05,612.954598,6e-06,340,L5951,,,,,,,,,
"=""612.95458""","=""0.00004""","=""612.954598""","=""0.000006""","=""340""",,"=""""","=""12847.96912""","=""29157.87692""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""3"""
"=""613.04563""","=""0.00011""","=""613.045357""","=""0.000003""","=""300""",,"=""""","=""6362.395980""","=""22669.88918""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""3"""
613.04563,0.00011,613.045357,3e-06,300,L12239,,,,,,,,,
613.07567,0.00023,613.075586,1.9e-05,59,L12239,,,,,,,,,
"=""613.07567""","=""0.00023""","=""613.075586""","=""0.000019""","=""59""",,"=""""","=""20054.77119""","=""36361.4603""","=""6d3.(2F).7s""","=""3F""","=""2""","=""""","=""*""","=""1"""
"=""613.16666""","=""0.00019""","=""613.166714""","=""0.000007""","=""69""",,"=""""","=""15736.968041""","=""32041.23370""","=""6d2.7s.7p""","=""5F*""","=""1""","=""""","=""""","=""2"""
613.16666,0.00019,613.166714,7e-06,69,L12239,,,,,,,,,
613.1751,0.0003,613.17478,3e-05,13,L12239,,,,,,,,,
"=""613.1751""","=""0.0003""","=""613.17478""","=""0.00003""","=""13""",,"=""""","=""18574.61019""","=""34878.6613""","=""6d3.(2P).7s""","=""""","=""1""","=""""","=""*""","=""1"""
"=""613.2417""","=""0.0003""","=""613.241813""","=""0.000015""","=""29""",,"=""""","=""18549.40528""","=""34851.6743""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""2"""
613.2417,0.0003,613.241813,1.5e-05,29,L12239,,,,,,,,,
613.28632,5e-05,613.286269,5e-06,270,L5951,,,,,,,,,
"=""613.28632""","=""0.00005""","=""613.286269""","=""0.000005""","=""270""",,"=""""","=""14206.91694""","=""30508.00424""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""5"""
"=""613.30568""","=""0.00003""","=""613.305701""","=""0.000006""","=""370""",,"=""""","=""14243.993748""","=""30544.56459""","=""5f.6d.7s2""","=""3P*""","=""1""","=""""","=""""","=""2"""
613.30568,3e-05,613.305701,6e-06,370,L18702,,,,,,,,,
613.327,0.0003,613.32699,4e-05,19,L12239,,,,,,,,,
"=""613.3270""","=""0.0003""","=""613.32699""","=""0.00004""","=""19""",,"=""""","=""26790.42715""","=""43090.4322""","=""""","=""*""","=""4""","=""""","=""""","=""4"""
"=""613.3671""","=""0.0004""","=""613.366195""","=""0.000023""","=""23""",,"=""""","=""16351.93901""","=""32650.9022""","=""6d2.7s2""","=""""","=""0""","=""""","=""*""","=""1"""
613.3671,0.0004,613.366195,2.3e-05,23,L3552,,,,,,,,,
613.38143,5e-05,613.381449,4e-06,190,L5951,,,,,,,,,
"=""613.38143""","=""0.00005""","=""613.381449""","=""0.000004""","=""190""",,"=""""","=""11197.031257""","=""27495.58911""","=""5f.6d.7s2""","=""3H*""","=""5""","=""5f2.7s2""","=""3H""","=""4"""
"=""613.45510""","=""0.00023""","=""613.455355""","=""0.000012""","=""45""",,"=""""","=""15863.88829""","=""32160.4826""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""2"""
613.4551,0.00023,613.455355,1.2e-05,45,L12239,,,,,,,,,
613.5014,0.0004,613.500206,2.3e-05,23,L3552,,,,,,,,,
"=""613.5014""","=""0.0004""","=""613.500206""","=""0.000023""","=""23""",,"=""""","=""20522.71449""","=""36818.1174""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""2"""
"=""613.5628""","=""0.0004""","=""613.562869""","=""0.000023""","=""57""",,"=""""","=""18431.686609""","=""34725.4253""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""3"""
613.5628,0.0004,613.562869,2.3e-05,57,L3552,,,,,,,,,
613.5996,0.0004,613.598597,5e-06,57,L3552,,,,,,,,,
"=""613.5996""","=""0.0004""","=""613.598597""","=""0.000005""","=""57""",,"=""""","=""14465.221873""","=""30758.01183""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""2"""
"=""613.7025""","=""0.0004""","=""613.701351""","=""0.000008""","=""57""",,"=""""","=""18011.38030""","=""34301.44234""","=""5f.6d2.7s""","=""5H*""","=""5""","=""""","=""""","=""4"""
613.7025,0.0004,613.701351,8e-06,57,L3552,,,,,,,,,
613.7926,4e-05,613.792587,9e-06,460,L5951,,,,,,,,,
"=""613.79260""","=""0.00004""","=""613.792587""","=""0.000009""","=""460""",,"=""""","=""15493.21943""","=""31780.86008""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""3"""
"=""613.9364""","=""0.0004""","=""613.935358""","=""0.000019""","=""23""",,"=""""","=""21902.26981""","=""38186.1228""","=""5f.6d2.7s""","=""3H*""","=""4""","=""""","=""""","=""4"""
613.9364,0.0004,613.935358,1.9e-05,23,L3552,,,,,,,,,
613.96503,0.00023,613.9639,3e-05,39,L12239,,,,,,,,,
"=""613.96503""","=""0.00023""","=""613.96390""","=""0.00003""","=""39""",,"=""""","=""23521.04909""","=""39804.1450""","=""""","=""*""","=""3""","=""""","=""""","=""2"""
614.0449,0.0004,614.043715,2.3e-05,11,L3552,,,,,,,,,
"=""614.0449""","=""0.0004""","=""614.043715""","=""0.000023""","=""11""",,"=""""","=""22248.94952""","=""38529.9290""","=""""","=""*""","=""2""","=""""","=""""","=""3"""
614.0598,0.0003,614.060668,1.9e-05,20,L12239,,,,,,,,,
"=""614.0598""","=""0.0003""","=""614.060668""","=""0.000019""","=""20""",,"=""""","=""24210.80979""","=""40491.3398""","=""6d4""","=""5D""","=""4""","=""""","=""*""","=""3"""
"=""614.06991""","=""0.00023""","=""614.06986""","=""0.00003""","=""38""",,"=""""","=""24421.05861""","=""40701.3450""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
614.06991,0.00023,614.06986,3e-05,38,L12239,,,,,,,,,
"=""614.07684""","=""0.00006""","=""614.076772""","=""0.000015""","=""170""",,"=""""","=""19532.41646""","=""35812.5195""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""3"""
614.07684,6e-05,614.076772,1.5e-05,170,L5951,,,,,,,,,
614.08843,0.00019,614.088313,4e-06,70,L12239,,,,,,,,,
"=""614.08843""","=""0.00019""","=""614.088313""","=""0.000004""","=""70""",,"=""""","=""11241.73043""","=""27521.52753""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""4"""
"=""614.0994""","=""0.0004""","=""614.099396""","=""0.000007""","=""11""",,"=""""","=""18809.88631""","=""35089.38959""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""3"""
614.0994,0.0004,614.099396,7e-06,11,L3552,,,,,,,,,
614.1634,0.0003,614.162901,1.2e-05,14,L12239,,,,,,,,,
"=""614.1634""","=""0.0003""","=""614.162901""","=""0.000012""","=""14""",,"=""""","=""17411.224415""","=""33689.0444""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""2"""
"=""614.1928""","=""0.0004""","=""614.191422""","=""0.000015""","=""11""",,"=""""","=""18574.61019""","=""34851.6743""","=""6d3.(2P).7s""","=""""","=""1""","=""""","=""*""","=""2"""
614.1928,0.0004,614.191422,1.5e-05,11,L3552,,,,,,,,,
614.4414,0.0004,614.44049,1.5e-05,11,L3552,,,,,,,,,
"=""614.4414""","=""0.0004""","=""614.440490""","=""0.000015""","=""11""",,"=""""","=""20214.92997""","=""36485.3961""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""2"""
"=""614.47581""","=""0.00005""","=""614.475818""","=""0.000004""","=""290""",,"=""""","=""10526.544406""","=""26796.07511""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""3"""
614.47581,5e-05,614.475818,4e-06,290,L5951,,,,,,,,,
614.5,0.0004,614.4995,3e-05,23,L3552,,,,,,,,,
"=""614.5000""","=""0.0004""","=""614.49950""","=""0.00003""","=""23""",,"=""""","=""21252.60286""","=""37521.5066""","=""""","=""*""","=""2""","=""""","=""""","=""3"""
"=""614.5128""","=""0.0004""","=""614.51245""","=""0.00003""","=""23""",,"=""""","=""22401.20793""","=""38669.7687""","=""6d3.(2P).7s""","=""""","=""1""","=""""","=""*""","=""2"""
614.5128,0.0004,614.51245,3e-05,23,L3552,,,,,,,,,
614.7955,0.00023,614.795676,4e-06,50,L12239,,,,,,,,,
"=""614.79550""","=""0.00023""","=""614.795676""","=""0.000004""","=""50""",,"=""""","=""10783.15535""","=""27044.22163""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""3"""
"=""614.83546""","=""0.00023""","=""614.835697""","=""0.000019""","=""56""",,"=""""","=""19273.28060""","=""35533.2884""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""2"""
614.83546,0.00023,614.835697,1.9e-05,56,L12239,,,,,,,,,
614.8473,0.0003,614.8474,4e-05,18,L12239,,,,,,,,,
"=""614.8473""","=""0.0003""","=""614.84740""","=""0.00004""","=""18""",,"=""""","=""24880.22058""","=""41139.9188""","=""""","=""*""","=""1""","=""""","=""""","=""2"""
"=""615.0031""","=""0.0004""","=""615.002250""","=""0.000019""","=""11""",,"=""""","=""21890.13254""","=""38145.7369""","=""""","=""*""","=""3""","=""""","=""""","=""3"""
615.0031,0.0004,615.00225,1.9e-05,11,L3552,,,,,,,,,
615.012,0.0004,615.012025,1.5e-05,23,L3552,,,,,,,,,
"=""615.0120""","=""0.0004""","=""615.012025""","=""0.000015""","=""23""",,"=""""","=""21077.152101""","=""37332.4981""","=""6d2.7s.7p""","=""5F*""","=""5""","=""5f.6d2.7p ""","=""5K ""","=""6"""
"=""615.0323""","=""0.0004""","=""615.032122""","=""0.000007""","=""46""",,"=""""","=""14032.085336""","=""30286.90016""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""1"""
615.0323,0.0004,615.032122,7e-06,46,L3552,,,,,,,,,
615.06825,3e-05,615.068302,4e-06,500,L18702,,,,,,,,,
"=""615.06825""","=""0.00003""","=""615.068302""","=""0.000004""","=""500""",,"=""""","=""11241.73043""","=""27495.58911""","=""5f.6d.7s2""","=""3F*""","=""3""","=""5f2.7s2""","=""3H""","=""4"""
"=""615.1142""","=""0.0004""","=""615.114256""","=""0.000023""","=""11""",,"=""""","=""20522.71449""","=""36775.3589""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""3"""
615.1142,0.0004,615.114256,2.3e-05,11,L3552,,,,,,,,,
"=""615.15133""","=""0.00008""","=""615.151457""","=""0.000007""","=""88""",,"=""""","=""17354.638583""","=""33606.30012""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""2"""
615.15133,8e-05,615.151457,7e-06,88,L5951,,,,,,,,,
615.199273,3e-06,615.199282,4e-06,10000bl,L18702,,,,,,,,,
"=""615.199273""","=""0.000003""","=""615.199282""","=""0.000004""","=""10000bl""",,"=""""","=""7502.287636""","=""23752.68579""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2"""
"=""615.2950""","=""0.0004""","=""615.296731""","=""0.000008""","=""23""",,"=""""","=""18053.617845""","=""34301.44234""","=""6d.7s2.7p""","=""3F*""","=""4""","=""""","=""""","=""4"""
615.295,0.0004,615.296731,8e-06,23,L3552,,,,,,,,,
615.406832,7e-06,615.406824,4e-06,2000,L18702,,,,,,,,,
"=""615.406832""","=""0.000007""","=""615.406824""","=""0.000004""","=""2000""",,"=""""","=""14481.86965""","=""30726.78752""","=""5f.6d.7s2""","=""3H*""","=""6""","=""5f.6d.7s.7p""","=""5I""","=""7"""
"=""615.44152""","=""0.00023""","=""615.44150""","=""0.00003""","=""60""",,"=""""","=""25442.68552""","=""41686.6880""","=""""","=""*""","=""3""","=""""","=""""","=""3"""
615.44152,0.00023,615.4415,3e-05,60,L12239,,,,,,,,,
615.451604,1.5e-05,615.451617,4e-06,810,L18702,,,,,,,,,
"=""615.451604""","=""0.000015""","=""615.451617""","=""0.000004""","=""810""",,"=""""","=""9804.806547""","=""26048.54211""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""4"""
"=""615.4627""","=""0.0004""","=""615.461789""","=""0.000019""","=""46""",,"=""""","=""21902.26981""","=""38145.7369""","=""5f.6d2.7s""","=""3H*""","=""4""","=""""","=""""","=""3"""
615.4627,0.0004,615.461789,1.9e-05,46,L3552,,,,,,,,,
615.5299,0.0004,615.529222,1.9e-05,92,L3552,,,,,,,,,
"=""615.5299""","=""0.0004""","=""615.529222""","=""0.000019""","=""92""",,"=""""","=""20566.62381""","=""36808.3114""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""3"""
615.558088,7e-06,615.558092,4e-06,2000,L18702,,,,,,,,,
"=""615.558088""","=""0.000007""","=""615.558092""","=""0.000004""","=""2000""",,"=""""","=""7280.123222""","=""23521.04909""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3"""
"=""615.61043""","=""0.00019""","=""615.609730""","=""0.000015""","=""67""",,"=""""","=""21165.098037""","=""37404.6616""","=""5f.6d.7s2""","=""3D*""","=""3""","=""""","=""""","=""3"""
615.61043,0.00019,615.60973,1.5e-05,67,L12239,,,,,,,,,
615.6615,0.00023,615.66109,3e-05,39,L12239,,,,,,,,,
"=""615.66150""","=""0.00023""","=""615.66109""","=""0.00003""","=""39""",,"=""""","=""28140.86799""","=""44379.0767""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
"=""615.708769""","=""0.000011""","=""615.708776""","=""0.000003""","=""1100""",,"=""""","=""7795.275291""","=""24032.22651""","=""5f.6d.7s2""","=""3H*""","=""4""","=""5f.6d.7s.7p""","=""5G""","=""4"""
615.708769,1.1e-05,615.708776,3e-06,1100,L18702,,,,,,,,,
615.8391,0.0005,615.839779,1.9e-05,3,L12239,,,,,,,,,
